"date","date_published","cases","cases_residents","cases_nonresidents","cases_new","cases_residents_new","cases_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","active","active_change","recovered","recovered_new","tests","tests_residents","tests_nonresidents","tests_new","tests_residents_new","tests_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_normal","hospital_intensive","hospital_total_transfer","hospital_normal_transfer","hospital_intensive_transfer","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-03-28,2020-03-29T17:30:00.000+02:00,1950,,,119,,,,,,,,,,,,,,15891,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-29,2020-03-30T17:30:00.000+02:00,1988,1733,255,38,,,0.87173,0.12827,,,,,,,,80,,16199,,,308,,,,,,,,,22,2,,,,,,,,,,,,,202,171,31,,,,,,,,80,,,,,,,,,,"local",""
2020-03-30,2020-03-31T17:45:00.000+02:00,2178,1883,295,190,150,40,0.86455,0.13545,,,,,,,,,,17511,,,1312,,,,,,,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-31,2020-04-01T17:45:00.000+02:00,2319,1922,327,141,39,32,0.85899,0.14101,,,,,,,,,,18690,,,1179,,,,,,,,,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local","1,2"
2020-04-01,2020-04-02T17:45:00.000+02:00,2487,2099,388,168,177,61,0.84399,0.15601,,,,,,,,,,20092,,,1402,,,,,,,,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local","2"
2020-04-02,2020-04-03T17:30:00.000+02:00,2612,2201,401,125,102,13,0.84589,0.15735,0.49,0.51,,,46.0,,,500,,21463,17925,3538,1371,,,0.835158,0.164842,,,,,31,1,1,,,,,,,,,86.0,,,232,199,33,10,0,10,,,,,174,,,,,,,,,,"local","1,2"
2020-04-03,2020-04-04T18:00:00.000+02:00,2729,2291,438,117,90,37,0.8395,0.1605,0.49,0.51,,,46.0,,,,,22793,18966,3827,1330,1041,289,0.832098,0.167902,,,,,31,0,1,0,,,,,,,,86.0,,,230,195,35,10,0,10,,,,,190,16,,,,,,,,,"local","2"
2020-04-04,2020-04-05T17:30:00.000+02:00,2804,2351,453,75,60,15,0.83845,0.16155,0.49,0.51,,,46.0,,,,,23687,19689,3998,894,723,171,0.831215,0.168785,,,,,36,5,1,0,,,,,,,,86.0,,,233,200,33,10,0,10,,,,,241,51,,,,,,,,,"local",""
2020-04-05,2020-04-06T17:30:00.000+02:00,2843,2384,459,39,33,6,0.83855,0.16145,0.49,0.51,,,46.0,,,,,24291,20112,4179,604,423,181,0.827961,0.172039,,,,,41,5,1,0,,,,,,,,86.0,,,223,191,32,10,0,10,,,,,253,12,,,,,,,,,"local",""
2020-04-06,2020-04-07T17:30:00.000+02:00,2970,2478,492,127,94,33,0.83434,0.16566,0.4973,0.5027,,,46.0,,,,,25702,21209,4493,1411,1097,314,0.825189,0.174811,,,,,44,3,1,0,,,,,,,,86.0,,,231,196,35,10,0,10,,,,,310,57,,,,,,,,,"local",""
2020-04-07,2020-04-08T17:35:00.000+02:00,3034,2524,510,64,46,18,0.83191,0.16809,0.496,0.504,,,46.0,,,,,26573,21892,4681,871,683,188,0.823844,0.176156,,,,,46,2,1,0,,,,,,,,86.0,,,231,197,34,10,0,10,,,,,354,44,,,,,,,,,"local",""
2020-04-08,2020-04-09T17:35:00.000+02:00,3115,2594,521,81,70,11,0.83274,0.16726,0.496,0.504,,,46.0,,,,,27521,22650,4871,948,758,190,0.823008,0.176992,,,,,52,6,1,0,,,,,,,84.0,87.0,,,220,190,30,10,0,10,,,,,374,20,,,,,,,,,"local",""
2020-04-09,2020-04-10T17:40:00.000+02:00,3223,2644,579,108,50,58,0.82035,0.17965,0.495,0.505,,,46.0,,,,,28273,23211,5062,752,561,191,0.82096,0.17904,,,,,54,2,1,0,,,,,,,,87.0,,,234,202,32,10,0,10,,,,,412,38,,,,,,,,,"local",""
2020-04-10,2020-04-11T18:35:00.000+02:00,3270,2679,591,47,35,12,0.81927,0.18073,0.495,0.505,,,46.0,,,,,28965,23724,5241,692,513,179,0.819057,0.180943,,,,,62,8,1,0,,,,,,,,87.0,,,210,177,33,10,0,10,,,,,444,32,,,,,,,,,"local",""
2020-04-11,2020-04-12T17:35:00.000+02:00,3281,2685,596,11,6,5,0.81835,0.18165,0.495,0.505,,,46.0,,,,,29165,23873,5292,200,149,51,0.81855,0.18145,,,,,66,4,1,0,,,,,,,,85.0,,,214,183,31,10,0,10,,,,,465,21,,,,,,,,,"local",""
2020-04-12,2020-04-13T18:00:00.000+02:00,3292,2694,598,11,9,2,0.81835,0.18165,0.495,0.505,,,46.0,,,,,29315,24000,5315,150,127,23,0.818694,0.181306,,,,,67,1,1,0,,,,,,,,85.0,,,211,178,33,10,0,10,,,,,467,2,,,,,,,,,"local",""
2020-04-13,2020-04-14T20:10:00.000+02:00,3307,2707,600,15,13,2,0.81857,0.18143,0.495,0.505,,,46.0,,,,,29523,24177,5346,208,177,31,0.818921,0.181079,,,,,67,0,1,0,,,,,,,,85.0,,,192,161,31,9,0,9,,,,,486,19,,,,,,,,,"local",""
2020-04-14,2020-04-15T18:15:00.000+02:00,3373,2760,613,66,53,13,0.81826,0.18174,0.495,0.505,,,46.0,,,,,30723,25060,5663,1200,883,317,0.815676,0.184324,,,,,68,1,1,0,,,,,,,,84.0,,,191,158,33,9,0,9,,,,,526,40,,,,,,,,,"local",""
2020-04-15,2020-04-16T18:30:00.000+02:00,3444,2830,614,71,70,1,0.82172,0.17828,0.494,0.506,,,46.0,,,,,31660,25797,5863,937,737,200,0.814814,0.185186,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,205,170,35,9,0,9,,,,,552,26,,,,,,,,,"local",""
2020-04-16,2020-04-17T18:10:00.000+02:00,3480,2858,622,36,28,8,0.82126,0.17874,0.495,0.505,,,46.0,,,,,32394,26395,5999,734,598,136,0.814811,0.185189,,,,,72,4,1,0,0.671,,0.443,0.557,,,,84.5,,,178,149,29,9,0,9,,,,,579,27,,,,,,,,,"local",""
2020-04-17,2020-04-18T17:30:00.000+02:00,3537,2907,630,57,49,8,0.82188,0.17812,0.493,0.507,,,46.0,,,,,33252,27102,6150,858,707,151,0.815049,0.184951,,,,,72,0,1,0,0.671,,0.443,0.557,,,,84.5,,,180,148,32,9,0,9,,,,,601,22,,,,,,,,,"local",""
2020-04-18,2020-04-19T17:30:00.000+02:00,3550,2917,633,13,10,3,0.82169,0.17831,0.493,0.507,,,46.0,,,,,33666,27429,6237,414,327,87,0.814739,0.185261,,,,,73,1,1,0,0.6,,0.467,0.533,,,,85.0,,,181,150,31,9,0,9,,,,,627,26,,,,,,,,,"local",""
2020-04-19,2020-04-20T17:30:00.000+02:00,3558,2921,637,8,4,4,0.82097,0.17903,0.493,0.507,,,46.0,,,,,33798,27532,6266,132,103,29,0.814604,0.185396,,,,,75,2,1,0,0.68,,0.453,0.547,,,,85.0,,,185,153,32,8,0,8,,,,,637,10,,,,,,,,,"local",""
2020-04-20,2020-04-21T17:50:00.000+02:00,3618,2951,667,60,30,30,0.81564,0.18436,0.491,0.509,,,46.0,,,,,34962,28380,6582,1164,848,316,0.811738,0.188262,,,,,78,3,1,0,0.679,,0.449,0.551,,,83.0,85.0,,,185,153,32,7,0,7,,,,,670,33,,,,,,,,,"local",""
2020-04-21,2020-04-22T18:35:00.000+02:00,3654,2973,681,36,22,14,0.81363,0.18637,0.489,0.511,,,46.0,,,,,36087,29232,6855,1125,852,273,0.810042,0.189958,,,,,80,2,1,0,0.654,,0.432,0.568,,,83.0,85.0,,,172,143,29,7,0,7,,,,,711,41,,,,,,,,,"local",""
2020-04-22,2020-04-23T17:35:00.000+02:00,3665,2979,686,11,6,5,0.81282,0.18718,0.489,0.511,,,46.0,,,,,36891,29836,7005,804,604,150,0.809859,0.190141,,,,,83,3,1,0,0.659,,0.44,0.56,,,83.0,85.0,,,165,138,27,6,0,6,,,,,728,17,,,,,,,,,"local","3,4"
2020-04-23,2020-04-24T17:55:00.000+02:00,3695,2998,697,30,19,11,0.81137,0.18863,0.49,0.51,,,46.0,603,,3007,,37782,30414,7368,891,578,363,0.804987,0.195013,,,,,85,2,1,0,0.667,,0.453,0.547,,,83.0,85.0,,,163,138,25,5,0,5,,,,,760,32,,,,,,,,,"local","4"
2020-04-24,2020-04-25T17:55:00.000+02:00,3711,3007,704,16,9,7,0.81029,0.18971,0.49,0.51,,,46.0,538,-65,3088,81,38514,31067,7447,732,653,79,0.806642,0.193358,,,,,85,0,1,0,0.655,,0.442,0.558,,,84.0,85.0,,,163,137,26,5,0,5,,,,,780,20,,,,,,,,,"local",""
2020-04-25,2020-04-26T17:30:00.000+02:00,3723,3017,706,12,10,2,0.81037,0.18963,0.49,0.51,,,46.0,531,-7,3104,16,39003,31452,7551,489,385,104,0.8064,0.1936,,,,,88,3,1,0,0.667,,0.473,0.527,,,83.0,85.0,,,146,124,22,5,0,5,,,,,788,8,,,,,,,,,"local",""
2020-04-26,2020-04-27T17:30:00.000+02:00,3729,3020,709,6,3,3,0.80987,0.19013,0.49,0.51,,,46.0,518,-13,3123,19,39102,31516,7589,99,64,38,0.805933,0.194067,,,,,88,0,1,0,0.674,,0.438,0.562,,,83.0,84.0,,,141,121,20,5,0,5,,,,,790,2,,,,,,,,,"local","3,4"
2020-04-27,2020-04-28T17:55:00.000+02:00,3741,3034,707,12,14,-2,0.81101,0.18899,0.49,0.51,,,46.0,531,13,3121,-2,39741,31954,7787,639,438,198,0.804056,0.195944,,,,,89,1,1,0,0.663,,0.438,0.562,,,83.0,84.5,,,131,112,19,5,0,5,,,,,804,14,,,,,,,,,"local","4"
2020-04-28,2020-04-29T17:35:00.000+02:00,3769,3050,719,28,16,12,0.80923,0.19077,0.49,0.51,,,46.0,546,15,3134,13,41758,32569,9189,2017,615,1402,0.779946,0.220054,,,,,89,0,1,0,0.663,,0.438,0.562,,,83.0,84.0,,,136,115,21,3,0,3,,,,,810,6,,,,,,,,,"local",""
2020-04-29,2020-04-30T17:45:00.000+02:00,3784,3062,722,15,12,3,0.8092,0.1908,0.489,0.511,,,46.0,481,-65,3213,79,42643,33257,9386,885,688,197,0.779894,0.220106,,,,,90,1,1,0,0.656,,0.433,0.567,,,83.0,84.5,,,124,101,23,3,0,3,,,,,829,19,,,,,,,,,"local",""
2020-04-30,2020-05-01T17:30:00.000+02:00,3802,3080,722,18,18,0,0.8101,0.1899,0.489,0.511,,,46.0,481,0,3213,0,44895,34368,10527,2252,1111,1141,0.76552,0.23448,,,,,92,2,1,0,,,,,,,84.0,85.0,,,109,87,22,3,0,3,,,,,841,12,,,,,,,,,"local",""
