"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number_effective_residents","reproduction_number_effective_residents_low","reproduction_number_effective_residents_high","reproduction_number","reproduction_number_low","reproduction_number_high","reproduction_number_residents","reproduction_number_residents_low","reproduction_number_residents_high","state","flags"
2020-03-05,2020-08-11T17:20:00.000+02:00,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6,28,5,9,1,,,,,,,,,,,,,,,,,,,,,,,,,0.757,0.243,,,,,,,,,,,,,37,6,28,5,10,1,0.737,0.263,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,2,1,,,,,,,,,,,,,,,,,,,"import","5,3"
2020-03-06,2020-08-11T17:20:00.000+02:00,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,34,6,12,3,,,,,,,,,,,,,,,,,,,,,,,,,0.739,0.261,,,,,,,,,,,,,46,9,34,6,13,3,0.723,0.277,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,"import","5,3"
2020-03-07,2020-08-11T17:20:00.000+02:00,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,40,6,12,0,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.231,,,,,,,,,,,,,52,6,40,6,13,0,0.755,0.245,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,1,,,,,,,,,,,,,,,,,,,"import","5,3"
2020-03-08,2020-07-31T17:25:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,40,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.231,,,,,,,,,,,,,52,0,40,0,13,0,0.755,0.245,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,0,,,,,,,,,,,,,,,,,,,,"5,3"
2020-03-09,2020-07-30T17:05:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,16,55,15,13,1,,,,,,,,,,,,,,,,,,,,,,,,,0.809,0.191,,,,,,,,,,,,,68,16,55,15,14,1,0.797,0.203,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,0,,,0,,,,,,,,,,,,,,,,"import","5,3"
2020-03-10,2020-07-30T17:05:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,25,76,21,17,4,,,,,,,,,,,,,,,,,,,,,,,,,0.817,0.183,,,,,,,,,,,,,93,25,76,21,18,4,0.809,0.191,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,0,,,0,0,,,,,,,,,,,,,,,,"5,3"
2020-03-11,2020-08-11T17:20:00.000+02:00,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,51,110,34,34,17,,,,,,,,,,,,,,,,,,,,,,,,,0.7639,0.2361,,,,,,,,,,,,,144,51,110,34,35,17,0.7586,0.2414,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,6,2,,,0,0,,,,,,,,,,,,,,,"local","5,3"
2020-03-12,2020-08-21T15:10:00.000+02:00,,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,199,282,172,62,28,,,,,,,,,,,,,,,,,,,,,,,,,0.8198,0.1802,,,,,,,,,,,,,343,199,282,172,63,28,0.8174,0.1826,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,21,15,,,0,0,,,,,,,,,,,,,,,"local","5,6,3,4"
2020-03-13,2020-08-21T15:10:00.000+02:00,,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,205,463,181,84,22,,,,,,,,,,,,,,,,,,,,,,,,,0.8464,0.1536,,,,,,,,,,,,,547,204,463,181,86,23,0.8434,0.1566,,,,,1,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,45,24,,,0,0,,,,,,,,,,,,,,,"local","5,6,3"
2020-03-14,2020-08-21T15:10:00.000+02:00,,66,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,107,553,90,101,17,,,,,,,,,,,,,,,,,,,,,,,,,0.8456,0.1544,,,,,,,,,,,,,653,106,553,90,103,17,0.843,0.157,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,66,21,,,0,0,,,,,,,,,,,,,,,"local","5,3,4"
2020-03-15,2020-08-21T15:10:00.000+02:00,,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,25,569,16,109,8,,,,,,,,,,,,,,,,,,,,,,,,,0.8392,0.1608,,,,,,,,,,,,,677,24,569,16,111,8,0.8368,0.1632,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,66,0,,,0,0,,,,,,,,,,,,,,,"local","5,6,3"
2020-03-16,2020-08-25T17:30:00.000+02:00,,99,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,427,922,353,176,67,,,,,,,,,,,,,,,,,,,,,,,,,0.83971,0.16029,,,,,,,,,,,,,1097,420,922,353,178,67,0.83818,0.16182,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,,0,0,,,,,,0,98,32,,,0,0,,,2.22,1.53,2.63,,,,,,,,,,"local","5,6,3"
2020-03-17,2020-08-25T17:30:00.000+02:00,,222,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,676,1485,563,263,87,,,,,,,,,,,,,,,,,,,,,,,,,0.84954,0.15046,,,,,,,,,,,,,1747,650,1484,562,266,88,0.848,0.152,,,,,3,2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,219,121,,,0,0,,,2.33,1.85,2.74,,,,,,,,,,"local","5,6,3"
2020-03-18,2020-08-25T17:30:00.000+02:00,,381,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2741,956,2364,879,334,71,,,,,,,,,,,,,,,,,,,,,,,,,0.8762,0.1238,,,,,,,,,,,,,2698,951,2362,878,343,77,0.8732,0.1268,,,,,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,6,,0,378,159,,,0,0,,,3.23,2.73,3.4,,,,4.081,3.563,4.598,,,,"local","5,6,3,4"
2020-03-19,2020-08-25T17:30:00.000+02:00,,524,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722,981,3258,894,411,77,,,,,,,,,,,,,,,,,,,,,,,,,0.88798,0.11202,,,,,,,,,,,,,3669,971,3256,894,422,79,0.88526,0.11474,,,,,4,1,,,,,,,,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,520,142,,,0,0,,,3.11,2.86,3.36,,,,3.984,3.529,4.438,,,,"local","5,6,3,4"
2020-03-20,2020-08-25T17:30:00.000+02:00,,699,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851,1129,4239,981,538,127,,,,,,,,,,,,,,,,,,,,,,,,,0.88738,0.11262,,,,,,,,,,,,,4777,1108,4236,980,553,131,0.88453,0.11547,,,,,6,2,,,,,,,,,,,,,21,20,18,17,3,3,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,693,173,,,0,0,,,2.83,2.47,2.88,,,,3.204,2.807,3.601,,,,"local","5,6,3,4"
2020-03-21,2020-08-25T17:30:00.000+02:00,,826,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342,491,4671,432,588,50,,,,,,,,,,,,,,,,,,,,,,,,,0.88819,0.11181,,,,,,,,,,,,,5259,482,4666,430,606,53,0.88505,0.11495,,,,,7,1,,,,,,,,,,,,,62,41,56,38,6,3,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,8,819,126,,,0,0,,,2.45,2.28,2.63,,,,2.833,2.474,3.192,,,,"local","5,6,3,4"
2020-03-22,2020-08-25T17:30:00.000+02:00,,847,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363,21,4692,21,588,0,,,,,,,,,,,,,,,,,,,,,,,,,0.88864,0.11136,,,,,,,,,,,,,5280,21,4686,20,606,0,0.88549,0.11451,,,,,7,0,,,,,,,,,,,,,65,3,63,7,2,-4,,,,,,,,,,,,,3,3,0,0,3,3,,,,,,0,840,21,,,0,0,,,2.22,1.91,2.25,,,,2.616,2.281,2.951,,,,"local","5,3,4"
2020-03-23,2020-08-25T17:30:00.000+02:00,,1089,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584,1221,5775,1083,702,114,,,,,,,,,,,,,,,,,,,,,,,,,0.89162,0.10838,,,,,,,,,,,,,6477,1197,5764,1078,742,136,0.88595,0.11405,,,,,7,0,,,,,,,,,,,,,73,8,71,8,2,0,,,,,,,,,,,,,5,2,0,0,5,2,,,,,,2,1082,242,,,0,0,,,1.7,1.54,1.84,,,,2.031,1.684,2.378,,,,"local","5,6,3,4"
2020-03-24,2020-08-25T17:30:00.000+02:00,,1282,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7589,1005,6633,858,820,118,,,,,,,,,,,,,,,,,,,,,,,,,0.88998,0.11002,,,,,,,,,,,,,7452,975,6619,855,885,143,0.88206,0.11794,,,,,7,0,,,,,,,,,,,,,99,26,97,26,2,0,,,,,,,,,,,,,7,2,0,0,7,2,,,,,,4,1275,193,,,0,0,,,1.8,1.62,1.91,,,,2.083,1.793,2.373,,,,"local","5,6,3,4"
2020-03-25,2020-08-25T17:30:00.000+02:00,,1452,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8617,1028,7494,861,946,126,,,,,,,,,,,,,,,,,,,,,,,,,0.88791,0.11209,,,,,,,,,,,,,8441,989,7475,856,1022,137,0.87972,0.12028,,,,,9,2,,,,,,,,,,,,,142,43,128,31,14,12,,,,,,,,,,,,,7,0,0,0,7,0,,,,,,11,1440,165,,,3,3,,,1.7,1.45,1.72,,,,1.685,1.402,1.967,,,,"local","5,6,3,4"
2020-03-26,2020-08-25T17:30:00.000+02:00,,1715,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,14354,5737,11959,4465,1966,1020,,,,,,,,,,,,,,,,,,,,,,,,,0.858815,0.141185,,,,,,,,,,,,,13928,5487,11917,4442,2059,1037,0.852676,0.147324,,,,,10,1,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,,,,,,,,,,,,,6,-1,0,0,6,-1,,,,40,,14,1702,262,,,4,1,,,1.4,1.22,1.49,,,,1.374,1.103,1.644,,,,"local","5,6,3,4"
2020-03-27,2020-08-25T17:30:00.000+02:00,,1912,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15672,1318,12974,1015,2189,223,,,,,,,,,,,,,,,,,,,,,,,,,0.855635,0.144365,,,,,,,,,,,0.1487,,15166,1238,12921,1004,2280,221,0.85001,0.14999,,,,,14,4,,,,,,,,,,,,,148,8,128,8,20,0,,,,,,,,,,,,,6,0,0,0,6,0,,,,,,13,1881,179,,,17,13,,,1.39,1.21,1.48,,,,1.673,1.413,1.933,,,,"local","5,6,3,4"
2020-03-28,2020-08-25T17:30:00.000+02:00,,2039,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16734,1062,13734,760,2401,212,,,,,,,,,,,,,,,,,,,,,,,,,0.851193,0.148807,,,,,,,,,,,0.1196,,16138,972,13668,747,2499,219,0.845426,0.154574,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,,,,,,,,,,,,,6,0,0,0,6,0,,,,,,9,1980,99,,,42,25,,,1.28,1.09,1.35,,,,1.351,1.093,1.609,,,,"local","5,6,3,4"
2020-03-29,2020-08-25T17:30:00.000+02:00,,2083,44,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,17104,370,13976,242,2480,79,,,,,,,,,,,,,,,,,,,,,,,,,0.849295,0.150705,,,,,,,,,,,0.1189,,16459,321,13905,237,2578,79,0.843596,0.156404,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,,,,,,,,,,,,,6,0,0,0,6,0,,,,80,,13,2000,20,,,62,20,,,1.2,1.03,1.28,,,,1.291,1.036,1.545,,,,"local","1,5,6,3,4"
2020-03-30,2020-08-25T17:30:00.000+02:00,,2255,172,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,18450,1346,14957,981,2712,232,,,,,,,,,,,,,,,,,,,,,,,,,0.846511,0.153489,,,,,,,,,,,0.127,,17672,1213,14869,964,2809,231,0.841102,0.158898,,,,,22,1,,,,,,,,,,,,,180,-1,156,-4,24,3,,,,,,,,,,,,,6,0,0,0,6,0,,,,,,4,2171,171,,,62,0,,,1.12,0.95,1.21,,,,1.101,0.905,1.297,,,,"local","1,2,5,6,3,4"
2020-03-31,2020-08-25T17:30:00.000+02:00,,2367,112,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,19681,1231,15805,848,2978,266,,,,,,,,,,,,,,,,,,,,,,,,,0.841452,0.158548,,,,,,,,,,,0.091,,18786,1114,15707,838,3078,269,0.836146,0.163854,,,,,26,4,,,,,,,,,,,,,189,9,163,7,26,2,,,,,,,,,,,,,6,0,0,0,6,0,,,,,,21,2247,76,,,94,32,,,0.99,0.82,1.08,,,,1.048,0.929,1.166,,,,"local","1,2,5,6,3,4"
2020-04-01,2020-08-25T17:30:00.000+02:00,,2558,191,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,21192,1511,16912,1107,3281,303,,,,,,,,,,,,,,,,,,,,,,,,,0.837518,0.162482,,,,,,,,,,,0.1264,,20196,1410,16804,1097,3385,307,0.832334,0.167666,,,,,27,1,,,,,,,,,,,,,193,4,166,3,27,1,,,,,,,,,,,,,6,0,0,0,6,0,,,,,,26,2334,87,,,197,103,,,0.87,0.73,0.99,,,,0.915,0.816,1.014,,,,"local","1,2,5,6,3,4"
2020-04-02,2020-08-25T17:30:00.000+02:00,,2687,129,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,22777,1585,18121,1209,3496,215,,,,,,,,,,,,,,,,,,,,,,,,,0.838275,0.161725,,,,,,,,,,,0.0814,,21620,1424,17998,1194,3609,224,0.832971,0.167029,,,,,28,1,1,,,,,,,,,86.0,,,214,21,184,18,30,3,,,,,,,,,,,,,10,4,0,0,10,4,,,,174,,31,2318,-16,,,341,144,,,0.95,0.82,1.08,,,,1.013,0.924,1.102,,,,"local","1,2,5,6,3,4"
2020-04-03,2020-08-25T17:30:00.000+02:00,,2804,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,24292,1515,19224,1103,3736,240,,,,,,,,,,,,,,,,,,,,,,,,,0.837282,0.162718,,,,,,,,,,,0.0773,,22963,1343,19080,1082,3855,246,0.831916,0.168084,,,,,29,1,1,0,,,,,,,,86.0,,,218,4,183,-1,35,5,,,,,,,,,,,,,10,0,0,0,10,0,,,,190,16,32,2301,-17,,,474,133,,,0.74,0.61,0.88,,,,0.967,0.884,1.049,,,,"local","1,5,6,3,4"
2020-04-04,2020-08-25T17:30:00.000+02:00,,2875,71,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,25305,1013,19935,711,3899,163,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.16359,,,,,,,,,,,0.0701,,23837,874,19779,699,4021,166,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,223,5,190,7,33,-2,,,,,,,,,,,,,10,0,0,0,10,0,,,,241,51,44,2205,-96,,,636,162,,,0.74,0.55,0.83,,,,0.93,0.852,1.009,,,,"local","1,2,5,6,3,4"
