"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number_effective_residents","reproduction_number_effective_residents_low","reproduction_number_effective_residents_high","reproduction_number","reproduction_number_low","reproduction_number_high","reproduction_number_residents","reproduction_number_residents_low","reproduction_number_residents_high","state","flags"
2020-03-09,2020-07-10T16:15:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,16,55,15,13,1,,,,,,,,,,,,,,,,,,,,,,,,,0.809,0.191,,,,,,,,,,,,,68,16,55,15,14,1,0.797,0.203,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,4,0,,,0,,,,,,,,,,,,,,,,"import","3"
2020-03-10,2020-07-10T16:15:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,25,76,21,17,4,,,,,,,,,,,,,,,,,,,,,,,,,0.817,0.183,,,,,,,,,,,,,93,25,76,21,18,4,0.809,0.191,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,4,0,,,0,0,,,,,,,,,,,,,,,,"3"
2020-03-11,2020-07-10T16:15:00.000+02:00,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,51,110,34,34,17,,,,,,,,,,,,,,,,,,,,,,,,,0.7639,0.2361,,,,,,,,,,,,,144,51,110,34,35,17,0.7586,0.2414,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,6,2,,,0,0,,,,,,,,,,,,,,,"local","3"
2020-03-12,2020-07-10T16:15:00.000+02:00,,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,200,282,172,62,28,,,,,,,,,,,,,,,,,,,,,,,,,0.8198,0.1802,,,,,,,,,,,,,344,200,282,172,63,28,0.8174,0.1826,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,21,15,,,0,0,,,,,,,,,,,,,,,"local","3"
2020-03-13,2020-07-10T16:15:00.000+02:00,,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,203,463,181,84,22,,,,,,,,,,,,,,,,,,,,,,,,,0.8464,0.1536,,,,,,,,,,,,,547,203,463,181,86,23,0.8434,0.1566,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,45,24,,,0,0,,,,,,,,,,,,,,,"local","3,4"
2020-03-14,2020-07-10T16:15:00.000+02:00,,66,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,107,553,90,101,17,,,,,,,,,,,,,,,,,,,,,,,,,0.8456,0.1544,,,,,,,,,,,,,654,107,553,90,103,17,0.843,0.157,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,66,21,,,0,0,,,,,,,,,,,,,,,"local","3"
2020-03-15,2020-07-10T16:15:00.000+02:00,,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,24,569,16,109,8,,,,,,,,,,,,,,,,,,,,,,,,,0.8392,0.1608,,,,,,,,,,,,,678,24,569,16,111,8,0.8368,0.1632,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,66,0,,,0,0,,,,,,,,,,,,,,,"local","3"
2020-03-16,2020-07-17T17:55:00.000+02:00,,99,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,420,922,353,176,67,,,,,,,,,,,,,,,,,,,,,,,,,0.83971,0.16029,,,,,,,,,,,,,1098,420,922,353,178,67,0.83818,0.16182,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,99,33,,,0,0,,,2.52,2.34,2.98,,,,,,,,,,"local","3"
2020-03-17,2020-07-17T17:55:00.000+02:00,,221,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,650,1485,563,263,87,,,,,,,,,,,,,,,,,,,,,,,,,0.84954,0.15046,,,,,,,,,,,,,1748,650,1484,562,266,88,0.848,0.152,,,,,2,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,219,120,,,0,0,,,2.65,2.3,2.78,,,,,,,,,,"local","3"
2020-03-18,2020-07-17T17:55:00.000+02:00,,379,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,950,2364,879,334,71,,,,,,,,,,,,,,,,,,,,,,,,,0.8762,0.1238,,,,,,,,,,,,,2698,950,2362,878,343,77,0.8732,0.1268,,,,,2,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,,0,377,158,,,0,0,,,2.47,2.23,2.62,,,,2.692,2.241,3.143,,,,"local","3,4"
2020-03-19,2020-07-17T17:55:00.000+02:00,,522,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,971,3258,894,411,77,,,,,,,,,,,,,,,,,,,,,,,,,0.88798,0.11202,,,,,,,,,,,,,3669,971,3256,894,422,79,0.88526,0.11474,,,,,3,1,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,0,519,142,,,0,0,,,2.22,1.87,2.22,,,,3.166,2.747,3.585,,,,"local","3,4"
2020-03-20,2020-07-17T17:55:00.000+02:00,,697,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,1108,4239,981,538,127,,,,,,,,,,,,,,,,,,,,,,,,,0.88738,0.11262,,,,,,,,,,,,,4777,1108,4236,980,553,131,0.88453,0.11547,,,,,5,2,,,,,,,,,,,,,21,20,18,17,3,3,0,0,0,0,0,0,,,,,,0,692,173,,,0,0,,,1.77,1.64,1.94,,,,2.968,2.586,3.35,,,,"local","3,4"
2020-03-21,2020-07-17T17:55:00.000+02:00,,824,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,482,4671,432,588,50,,,,,,,,,,,,,,,,,,,,,,,,,0.88819,0.11181,,,,,,,,,,,,,5259,482,4666,430,606,53,0.88505,0.11495,,,,,6,1,,,,,,,,,,,,,62,41,56,38,6,3,0,0,0,0,0,0,,,,,,8,818,126,,,0,0,,,1.81,1.6,1.89,,,,2.787,2.437,3.136,,,,"local","3,4"
2020-03-22,2020-07-17T17:55:00.000+02:00,,845,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,21,4692,21,588,0,,,,,,,,,,,,,,,,,,,,,,,,,0.88864,0.11136,,,,,,,,,,,,,5280,21,4686,20,606,0,0.88549,0.11451,,,,,6,0,,,,,,,,,,,,,65,3,63,7,2,-4,3,3,0,0,3,3,,,,,,0,839,21,,,0,0,,,1.75,1.55,1.82,,,,2.562,2.231,2.892,,,,"local","3,4"
2020-03-23,2020-07-15T18:15:00.000+02:00,,1087,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,1197,5775,1083,702,114,,,,,,,,,,,,,,,,,,,,,,,,,0.89162,0.10838,,,,,,,,,,,,,6477,1197,5764,1078,742,136,0.88595,0.11405,,,,,6,0,,,,,,,,,,,,,73,8,71,8,2,0,5,2,0,0,5,2,,,,,,2,1081,242,,,0,0,,,1.41,1.29,1.55,,,,2.484,2.133,2.834,,,,"local","3,4"
2020-03-24,2020-07-17T17:55:00.000+02:00,,1280,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7453,976,6633,858,820,118,,,,,,,,,,,,,,,,,,,,,,,,,0.88998,0.11002,,,,,,,,,,,,,7453,976,6619,855,885,143,0.88206,0.11794,,,,,6,0,,,,,,,,,,,,,99,26,97,26,2,0,7,2,0,0,7,2,,,,,,4,1274,193,,,0,0,,,1.24,1.12,1.38,,,,1.979,1.692,2.266,,,,"local","3,4"
2020-03-25,2020-07-17T17:55:00.000+02:00,,1450,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440,987,7494,861,946,126,,,,,,,,,,,,,,,,,,,,,,,,,0.88791,0.11209,,,,,,,,,,,,,8440,987,7475,856,1022,137,0.87972,0.12028,,,,,8,2,,,,,,,,,,,,,142,43,128,31,14,12,7,0,0,0,7,0,,,,,,11,1439,165,,,3,3,,,1.24,1.07,1.33,,,,1.774,1.495,2.053,,,,"local","3,4"
2020-03-26,2020-07-17T17:55:00.000+02:00,,1713,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,13925,5485,11959,4465,1966,1020,,,,,,,,,,,,,,,,,,,,,,,,,0.858815,0.141185,,,,,,,,,,,,,13925,5485,11917,4442,2059,1037,0.852676,0.147324,,,,,9,1,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,6,-1,0,0,6,-1,,,,40,,14,1700,261,,,4,1,,,1.13,0.97,1.23,,,,1.128,0.861,1.396,,,,"local","3,4"
2020-03-27,2020-07-17T17:55:00.000+02:00,,1909,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15163,1238,12974,1015,2189,223,,,,,,,,,,,,,,,,,,,,,,,,,0.855635,0.144365,,,,,,,,,,,0.1583,,15163,1238,12921,1004,2280,221,0.85001,0.14999,,,,,14,5,,,,,,,,,,,,,148,8,128,8,20,0,6,0,0,0,6,0,,,,,,13,1878,178,,,17,13,,,1.04,0.88,1.14,,,,1.098,0.846,1.351,,,,"local","3,4"
2020-03-28,2020-07-17T17:55:00.000+02:00,,2036,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16135,972,13734,760,2401,212,,,,,,,,,,,,,,,,,,,,,,,,,0.851193,0.148807,,,,,,,,,,,0.1307,,16135,972,13668,747,2499,219,0.845426,0.154574,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,6,0,0,0,6,0,,,,,,9,1977,99,,,42,25,,,0.92,0.73,1.0,,,,1.439,1.285,1.593,,,,"local","3,4"
2020-03-29,2020-07-17T17:55:00.000+02:00,,2080,44,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,16456,321,13976,242,2480,79,,,,,,,,,,,,,,,,,,,,,,,,,0.849295,0.150705,,,,,,,,,,,0.1371,,16456,321,13905,237,2578,79,0.843596,0.156404,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,6,0,0,0,6,0,,,,80,,13,1997,20,,,62,20,,,0.87,0.71,0.98,,,,1.368,1.234,1.502,,,,"local","1,3,4"
2020-03-30,2020-07-17T17:55:00.000+02:00,,2251,171,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,17669,1213,14957,981,2712,232,,,,,,,,,,,,,,,,,,,,,,,,,0.846511,0.153489,,,,,,,,,,,0.141,,17669,1213,14869,964,2809,231,0.841102,0.158898,,,,,22,1,,,,,,,,,,,,,180,-1,156,-4,24,3,6,0,0,0,6,0,,,,,,4,2167,170,,,62,0,,,0.99,0.8,1.08,,,,1.281,1.155,1.408,,,,"local","1,2,3,4"
2020-03-31,2020-07-17T17:55:00.000+02:00,,2363,112,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,18783,1114,15805,848,2978,266,,,,,,,,,,,,,,,,,,,,,,,,,0.841452,0.158548,,,,,,,,,,,0.1005,,18783,1114,15707,838,3078,269,0.836146,0.163854,,,,,26,4,,,,,,,,,,,,,189,9,163,7,26,2,6,0,0,0,6,0,,,,,,21,2243,76,,,94,32,,,0.95,0.76,1.04,,,,1.241,1.138,1.344,,,,"local","1,2,3,4"
2020-04-01,2020-07-17T17:55:00.000+02:00,,2554,191,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,20193,1410,16912,1107,3281,303,,,,,,,,,,,,,,,,,,,,,,,,,0.837518,0.162482,,,,,,,,,,,0.1355,,20193,1410,16804,1097,3385,307,0.832334,0.167666,,,,,27,1,,,,,,,,,,,,,193,4,166,3,27,1,6,0,0,0,6,0,,,,,,26,2330,87,,,197,103,,,0.82,0.62,0.9,,,,1.148,1.055,1.241,,,,"local","1,2,3,4"
2020-04-02,2020-07-17T17:55:00.000+02:00,,2683,129,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,21617,1424,18121,1209,3496,215,,,,,,,,,,,,,,,,,,,,,,,,,0.838275,0.161725,,,,,,,,,,,0.0906,,21617,1424,17998,1194,3609,224,0.832971,0.167029,,,,,28,1,1,,,,,,,,,86.0,,,214,21,184,18,30,3,10,4,0,0,10,4,,,,174,,31,2314,-16,,,341,144,,,0.81,0.65,0.93,,,,1.139,1.052,1.226,,,,"local","1,2,3,4"
2020-04-03,2020-07-15T18:15:00.000+02:00,,2800,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,22960,1343,19224,1103,3736,240,,,,,,,,,,,,,,,,,,,,,,,,,0.837282,0.162718,,,,,,,,,,,0.0871,,22960,1343,19080,1082,3855,246,0.831916,0.168084,,,,,29,1,1,0,,,,,,,,86.0,,,218,4,183,-1,35,5,10,0,0,0,10,0,,,,190,16,32,2297,-17,,,474,133,,,0.85,0.68,0.97,,,,1.075,0.992,1.158,,,,"local","1,3,4"
2020-04-04,2020-07-17T17:55:00.000+02:00,,2871,71,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,23834,874,19935,711,3899,163,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.16359,,,,,,,,,,,0.0812,,23834,874,19779,699,4021,166,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,223,5,190,7,33,-2,10,0,0,0,10,0,,,,241,51,44,2201,-96,,,636,162,,,0.88,0.69,0.98,,,,1.04,0.96,1.12,,,,"local","1,2,3,4"
2020-04-05,2020-07-15T18:15:00.000+02:00,,2910,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,24454,620,20384,449,4070,171,,,,,,,,,,,,,,,,,,,,,,,,,0.833565,0.166435,,,,,,,,,,,0.0629,,24454,620,20220,441,4199,178,0.828044,0.171956,,,,,36,2,1,0,,,,,,,,86.0,,,210,-13,177,-13,33,0,10,0,0,0,10,0,,,,253,12,15,2119,-82,,,755,119,,,0.73,0.52,0.82,,,,1.03,0.952,1.108,,,,"local","1,3,4"
2020-04-06,2020-07-17T17:55:00.000+02:00,,2987,77,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,25482,1028,21213,829,4269,199,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,0.0749,,25482,1028,21028,808,4399,200,0.826995,0.173005,,,,,38,2,1,0,,,,,,,,86.0,,,211,1,180,3,31,-2,10,0,0,0,10,0,,,,310,57,43,2178,59,,,771,16,,,0.67,0.5,0.8,,,,1.027,0.948,1.106,,,,"local","1,2,3,4"
2020-04-07,2020-07-17T17:55:00.000+02:00,,3074,87,2524,46,510,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,26612,1130,22097,884,4515,246,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,0.077,,26612,1130,21889,861,4640,241,0.825097,0.174903,,,,,43,5,1,0,,,,,,,,86.0,,,210,-1,179,-1,31,0,10,0,0,0,10,0,,,,354,44,40,2039,-139,,,992,221,,,0.69,0.53,0.84,,,,0.995,0.92,1.07,,,,"local","1,2,3,4"
