"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","state","flags"
2020-03-05,2020-05-08T15:00:00.000+02:00,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,6,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,"import",""
2020-03-06,2020-05-08T15:00:00.000+02:00,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,"import",""
2020-03-07,2020-05-08T15:00:00.000+02:00,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,6,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,"import",""
2020-03-08,2020-05-08T15:00:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,""
2020-03-09,2020-05-08T15:00:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,16,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,1,,,,0,,,,"import",""
2020-03-10,2020-05-08T15:00:00.000+02:00,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,25,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,3,3,0,0,1,0,,,0,0,,,,""
2020-03-11,2020-05-08T15:00:00.000+02:00,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,51,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,3,0,0,0,3,2,,,0,0,,,"local",""
2020-03-12,2020-05-08T15:00:00.000+02:00,,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,200,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,4,1,0,1,18,15,,,0,0,,,"local",""
2020-03-13,2020-06-19T15:45:00.000+02:00,,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,203,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,7,3,0,1,42,24,,,0,0,,,"local",""
2020-03-14,2020-06-19T15:45:00.000+02:00,,66,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,107,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,7,0,0,1,63,21,,,0,0,,,"local",""
2020-03-15,2020-06-19T15:45:00.000+02:00,,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,24,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,7,0,0,1,63,0,,,0,0,,,"local",""
2020-03-16,2020-06-19T15:45:00.000+02:00,,99,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,420,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,,0,0,,,,2,11,4,0,4,99,36,,,0,0,,,"local",""
2020-03-17,2020-06-19T15:45:00.000+02:00,,221,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,650,,,,,,,,,,,2,2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,3,12,1,0,3,219,120,,,0,0,,,"local",""
2020-03-18,2020-06-12T17:00:00.000+02:00,,379,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,950,,,,,,,,,,,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,3,15,3,0,3,377,158,,,0,0,,,"local",""
2020-03-19,2020-05-27T17:15:00.000+02:00,,522,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,971,,,,,,,,,,,3,1,,,,,,,,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,4,15,0,0,2,519,142,,,0,0,,,"local",""
2020-03-20,2020-05-19T17:15:00.000+02:00,,697,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777,1108,,,,,,,,,,,5,2,,,,,,,,,,,,,21,20,18,17,3,3,,,,,,,,,,,,,0,0,0,0,0,0,,,,5,17,2,0,2,692,173,,,0,0,,,"local",""
2020-03-21,2020-06-19T15:45:00.000+02:00,,824,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259,482,,,,,,,,,,,6,1,,,,,,,,,,,,,62,41,56,38,6,3,,,,,,,,,,,,,0,0,0,0,0,0,,,,6,18,1,8,2,818,126,,,0,0,,,"local",""
2020-03-22,2020-06-19T15:45:00.000+02:00,,845,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,21,,,,,,,,,,,6,0,,,,,,,,,,,,,65,3,63,7,2,-4,,,,,,,,,,,,,3,3,0,0,3,3,,,,7,23,5,0,2,839,21,,,0,0,,,"local",""
2020-03-23,2020-06-19T15:45:00.000+02:00,,1087,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6477,1197,,,,,,,,,,,6,0,,,,,,,,,,,,,73,8,71,8,2,0,,,,,,,,,,,,,5,2,0,0,5,2,,,,10,29,6,2,3,1081,242,,,0,0,,,"local",""
2020-03-24,2020-06-19T15:45:00.000+02:00,,1280,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7454,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7453,976,,,,,,,,,,,6,0,,,,,,,,,,,,,99,26,97,26,2,0,,,,,,,,,,,,,7,2,0,0,7,2,,,,12,31,2,4,3,1274,193,,,0,0,,,"local",""
2020-03-25,2020-06-19T15:45:00.000+02:00,,1450,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8441,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440,987,,,,,,,,,,,8,2,,,,,,,,,,,,,142,43,128,31,14,12,,,,,,,,,,,,,7,0,0,0,7,0,,,,14,33,2,11,3,1439,165,,,3,3,,,"local",""
2020-03-26,2020-06-19T15:45:00.000+02:00,,1713,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,13926,5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13925,5485,,,,,,,,,,,9,1,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,,,,,,,,,,,,,6,-1,0,0,6,-1,,,,16,44,11,14,4,1700,261,,,4,1,,,"local",""
2020-03-27,2020-06-19T15:45:00.000+02:00,,1909,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15164,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1583,,15163,1238,,,,,,,,,,,14,5,,,,,,,,,,,,,148,8,128,8,20,0,,,,,,,,,,,,,6,0,0,0,6,0,,,,18,48,4,13,4,1878,178,,,17,13,,,"local",""
2020-03-28,2020-06-19T15:45:00.000+02:00,,2036,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16136,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1307,,16135,972,,,,,,,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,55,7,9,5,1977,99,,,42,25,,,"local",""
2020-03-29,2020-06-19T15:45:00.000+02:00,,2080,44,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,16457,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1371,,16456,321,,,,,,,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,56,1,13,5,1997,20,,,62,20,,,"local","1"
2020-03-30,2020-06-19T15:45:00.000+02:00,,2251,171,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,17670,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,,17669,1213,,,,,,,,,,,22,1,,,,,,,,,,,,,180,-1,156,-4,24,3,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,75,19,4,7,2167,170,,,62,0,,,"local","1,2"
2020-03-31,2020-06-19T15:45:00.000+02:00,,2363,112,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,18784,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1005,,18783,1114,,,,,,,,,,,26,4,,,,,,,,,,,,,189,9,163,7,26,2,,,,,,,,,,,,,6,0,0,0,6,0,,,,20,91,16,21,9,2243,76,,,94,32,,,"local","1,2"
2020-04-01,2020-06-19T15:45:00.000+02:00,,2554,191,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,20194,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1355,,20193,1410,,,,,,,,,,,27,1,,,,,,,,,,,,,193,4,166,3,27,1,,,,,,,,,,,,,6,0,0,0,6,0,,,,20,102,11,26,10,2330,87,,,197,103,,,"local","1,2"
2020-04-02,2020-06-19T15:45:00.000+02:00,,2683,129,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,21618,1424,17925,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,0.835158,0.164842,,,,,,,,,,,0.0906,,21617,1424,17925,,3538,,0.835158,0.164842,,,,,28,1,1,,,,,,,,,86.0,,,214,21,184,18,30,3,,,,,,,,,,,,,10,4,0,0,10,4,,,,19,111,9,31,10,2314,-16,,,341,144,,,"local","1,2,5,3"
2020-04-03,2020-06-19T15:45:00.000+02:00,,2800,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,22961,1343,18966,1041,3827,289,,,,,,,,,,,,,,,,,,,,,,,,,0.832098,0.167902,,,,,,,,,,,0.0871,,22960,1343,18966,1041,3827,289,0.832098,0.167902,,,,,29,1,1,0,,,,,,,,86.0,,,218,4,183,-1,35,5,,,,,,,,,,,,,10,0,0,0,10,0,,,,18,130,19,32,12,2297,-17,,,474,133,,,"local","1,5,6,3,4"
2020-04-04,2020-06-19T15:45:00.000+02:00,,2871,71,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,23835,874,19689,723,3998,171,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.168785,,,,,,,,,,,0.0812,,23834,874,19689,723,3998,171,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,223,5,190,7,33,-2,,,,,,,,,,,,,10,0,0,0,10,0,,,,17,143,13,44,13,2201,-96,,,636,162,,,"local","1,2,5,6,3,4"
2020-04-05,2020-06-19T15:45:00.000+02:00,,2910,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,24455,620,20112,423,4179,181,,,,,,,,,,,,,,,,,,,,,,,,,0.827961,0.172039,,,,,,,,,,,0.0629,,24454,620,20112,423,4179,181,0.827961,0.172039,,,,,36,2,1,0,,,,,,,,86.0,,,210,-13,177,-13,33,0,,,,,,,,,,,,,10,0,0,0,10,0,,,,16,153,10,15,14,2119,-82,,,755,119,,,"local","1,5,6,3,4"
2020-04-06,2020-06-19T15:45:00.000+02:00,,2987,77,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,25483,1028,21209,1097,4493,314,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,0.0749,,25482,1028,21209,1097,4493,314,0.825189,0.174811,,,,,38,2,1,0,,,,,,,,86.0,,,211,1,180,3,31,-2,,,,,,,,,,,,,10,0,0,0,10,0,,,,15,169,16,43,13,2178,59,,,771,16,,,"local","1,2,5,6,3,4"
2020-04-07,2020-06-19T15:45:00.000+02:00,,3074,87,2524,46,510,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,26613,1130,21892,683,4681,188,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,0.077,,26612,1130,21892,683,4681,188,0.823844,0.176156,,,,,43,5,1,0,,,,,,,,86.0,,,210,-1,179,-1,31,0,,,,,,,,,,,,,10,0,0,0,10,0,,,,15,181,12,40,13,2039,-139,,,992,221,,,"local","1,2,5,6,3,4"
2020-04-08,2020-06-19T15:45:00.000+02:00,,3154,80,2594,70,521,11,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,,,,,46.0,,27624,1011,22650,758,4871,190,,,,,,,,,,,,,,,,,,,,,,,,,0.823008,0.176992,,,,,,,,,,,0.0791,,27623,1011,22650,758,4871,190,0.823008,0.176992,,,,,46,3,1,0,,,,,,,84.0,87.0,,,222,12,189,10,33,2,,,,,,,,,,,,,10,0,0,0,10,0,,,,14,191,10,28,13,1934,-105,,,1174,182,,,"local","1,2,5,6,3,4"
2020-04-09,2020-06-19T15:45:00.000+02:00,,3225,71,2644,50,579,58,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,,,,,46.0,,28498,874,23211,561,5062,191,,,,,,,,,,,,,,,,,,,,,,,,,0.82096,0.17904,,,,,,,,,,,0.0812,,28497,874,23211,561,5062,191,0.82096,0.17904,,,,,49,3,1,0,,,,,,,,87.0,,,214,-8,185,-4,29,-4,,,,,,,,,,,,,10,0,0,0,10,0,,,,13,201,10,22,13,1845,-89,,,1331,157,,,"local","1,2,5,6,3,4"
2020-04-10,2020-06-19T15:45:00.000+02:00,,3273,48,2679,35,591,12,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,,,,,46.0,,29186,688,23724,513,5241,179,,,,,,,,,,,,,,,,,,,,,,,,,0.819057,0.180943,,,,,,,,,,,0.0698,,29185,688,23724,513,5241,179,0.819057,0.180943,,,,,55,6,1,0,,,,,,,,87.0,,,214,0,186,1,28,-1,,,,,,,,,,,,,10,0,0,0,10,0,,,,12,221,20,43,13,1657,-188,,,1561,230,,,"local","1,2,5,6,3,4"
