"date","date_published","cases","cases_residents","cases_nonresidents","cases_new","cases_residents_new","cases_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","active","active_change","recovered","recovered_new","tests","tests_residents","tests_nonresidents","tests_new","tests_residents_new","tests_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_normal","hospital_intensive","hospital_total_transfer","hospital_normal_transfer","hospital_intensive_transfer","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-03-05,2020-04-29T17:30:00.000+02:00,2,,,1,,,,,,,,,,,,,,37,,,6,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-06,2020-04-29T17:30:00.000+02:00,3,,,1,,,,,,,,,,,,,,46,,,9,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-07,2020-04-29T17:30:00.000+02:00,4,,,1,,,,,,,,,,,,,,52,,,6,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-08,2020-05-22T16:00:00.000+02:00,4,,,0,,,,,,,,,,,,,,52,,,0,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,,""
2020-03-09,2020-04-29T17:30:00.000+02:00,4,,,0,,,,,,,,,,1,,0,,68,,,16,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-10,2020-04-29T17:30:00.000+02:00,4,,,0,,,,,,,,,,1,0,0,0,93,,,25,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,,""
2020-03-11,2020-04-29T17:30:00.000+02:00,6,,,2,,,,,,,,,,3,2,0,0,144,,,51,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,0,,,,,,,"local",""
2020-03-12,2020-04-24T17:15:00.000+02:00,21,,,15,,,,,,,,,,18,15,0,0,344,,,200,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-13,2020-04-24T17:15:00.000+02:00,45,,,24,,,,,,,,,,42,24,0,0,547,,,203,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-14,2020-04-24T17:15:00.000+02:00,66,,,21,,,,,,,,,,63,21,0,0,654,,,107,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-15,2020-04-24T17:15:00.000+02:00,66,,,0,,,,,,,,,,63,0,0,0,678,,,24,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-16,2020-05-26T17:15:00.000+02:00,99,,,33,,,,,,,,,,99,36,0,0,1098,,,420,,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,2,,,0,4,2.72,2.38,2.87,,,,"local",""
2020-03-17,2020-05-26T17:15:00.000+02:00,221,,,122,,,,,,,,,,219,120,0,0,1748,,,650,,,,,,,,,2,2,,,,,,,,,,,,,0,0,0,0,0,0,,,,3,,,0,2,2.39,2.05,2.45,,,,"local",""
2020-03-18,2020-05-26T17:15:00.000+02:00,379,,,158,,,,,,,,,,377,158,0,0,2698,,,950,,,,,,,,,2,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,3,6,,0,2,1.95,1.8,2.14,1.484,1.28,1.689,"local",""
2020-03-19,2020-05-26T17:15:00.000+02:00,522,,,143,,,,,,,,,,519,142,0,0,3669,,,971,,,,,,,,,3,1,,,,,,,,,,,,,1,1,0,0,0,0,,,,5,,,0,2,1.73,1.45,1.76,1.776,1.583,1.97,"local",""
2020-03-20,2020-05-26T17:15:00.000+02:00,697,,,175,,,,,,,,,,692,173,0,0,4777,,,1108,,,,,,,,,5,2,,,,,,,,,,,,,21,18,3,0,0,0,,,,5,,,0,2,1.71,1.58,1.87,1.697,1.522,1.871,"local",""
2020-03-21,2020-05-26T17:15:00.000+02:00,824,,,127,,,,,,,,,,818,126,0,0,5259,,,482,,,,,,,,,6,1,,,,,,,,,,,,,62,56,6,0,0,0,,,,5,,,8,2,1.65,1.41,1.68,1.691,1.528,1.855,"local",""
2020-03-22,2020-05-26T17:15:00.000+02:00,845,,,21,,,,,,,,,,839,21,0,0,5280,,,21,,,,,,,,,6,0,,,,,,,,,,,,,65,63,2,3,0,3,,,,6,,,0,2,1.38,1.2,1.47,1.644,1.488,1.801,"local",""
2020-03-23,2020-05-26T17:15:00.000+02:00,1087,,,242,,,,,,,,,,1081,242,0,0,6477,,,1197,,,,,,,,,6,0,,,,,,,,,,,,,73,71,2,5,0,5,,,,9,,,2,2,1.37,1.25,1.51,1.636,1.471,1.801,"local",""
2020-03-24,2020-05-26T17:15:00.000+02:00,1281,,,194,,,,,,,,,,1275,194,0,0,7454,,,977,,,,,,,,,6,0,,,,,,,,,,,,,99,97,2,7,0,7,,,,10,,,4,2,1.25,1.09,1.35,1.467,1.326,1.607,"local",""
2020-03-25,2020-05-26T17:15:00.000+02:00,1451,,,170,,,,,,,,,,1440,165,3,3,8441,,,987,,,,,,,,,8,2,,,,,,,,,,,,,142,128,14,7,0,7,,,,12,,,11,2,1.15,0.98,1.24,1.419,1.28,1.559,"local",""
2020-03-26,2020-05-26T17:15:00.000+02:00,1714,,,263,,,,,0.46,0.54,,,46.0,1701,261,4,1,13926,,,5485,,,,,,,,,9,1,,,,,,,,,80.0,,53.0,,140,120,20,6,0,6,,,,13,40,,14,4,1.12,0.95,1.21,1.108,0.972,1.243,"local",""
2020-03-27,2020-05-26T17:15:00.000+02:00,1910,,,196,,,,,,,,,,1877,176,19,15,15164,,,1238,,,,,,,,,14,5,,,,,,,,,,,,,148,128,20,6,0,6,,,,14,,,13,4,0.98,0.81,1.07,1.151,1.012,1.29,"local",""
2020-03-28,2020-05-26T17:15:00.000+02:00,2037,,,127,,,,,,,,,,1974,97,46,27,16136,,,972,,,,,,,,,17,3,,,,,,,,,,,,,175,152,23,6,0,6,,,,16,,,9,5,0.88,0.73,0.99,1.337,1.224,1.451,"local",""
2020-03-29,2020-05-26T17:15:00.000+02:00,2081,1733,255,44,,,0.87173,0.12827,,,,,,1994,20,66,20,16457,,,321,,,,,,,,,21,4,,,,,,,,,,,,,181,160,21,6,0,6,,,,16,80,,13,5,0.96,0.77,1.04,1.26,1.162,1.358,"local","1"
2020-03-30,2020-05-26T17:15:00.000+02:00,2252,1883,295,171,150,40,0.86455,0.13545,,,,,,2164,170,66,0,17670,,,1213,,,,,,,,,22,1,,,,,,,,,,,,,180,156,24,6,0,6,,,,16,,,4,5,0.82,0.62,0.89,1.203,1.111,1.296,"local","1,2"
2020-03-31,2020-05-26T18:45:00.000+02:00,2364,1992,327,112,109,32,0.85899,0.14101,,,,,,2241,77,98,32,18784,,,1114,,,,,,,,,26,4,,,,,,,,,,,,,189,163,26,6,0,6,,,,17,,,21,7,0.72,0.55,0.83,1.193,1.117,1.27,"local","1,2"
2020-04-01,2020-05-26T18:45:00.000+02:00,2555,2099,388,191,107,61,0.84399,0.15601,,,,,,2327,86,202,104,20194,,,1410,,,,,,,,,27,1,,,,,,,,,,,,,193,166,27,6,0,6,,,,17,,,26,8,0.74,0.58,0.86,1.134,1.063,1.205,"local","1,2"
2020-04-02,2020-05-26T18:45:00.000+02:00,2684,2201,411,129,102,23,0.84265,0.15735,0.49,0.51,,,46.0,2310,-17,347,145,21618,17925,3538,1424,,,0.835158,0.164842,,,,,28,1,1,,,,,,,,,86.0,,,214,184,30,10,0,10,,,,17,174,,31,7,0.83,0.63,0.92,1.144,1.077,1.211,"local","1,2,3"
2020-04-03,2020-05-26T18:45:00.000+02:00,2801,2291,438,117,90,27,0.8395,0.1605,0.49,0.51,,,46.0,2294,-16,480,133,22961,18966,3827,1343,1041,289,0.832098,0.167902,,,,,29,1,1,0,,,,,,,,86.0,,,218,183,35,10,0,10,,,,17,190,16,32,9,0.72,0.55,0.84,1.101,1.038,1.164,"local","1,3,4"
2020-04-04,2020-05-26T18:45:00.000+02:00,2872,2351,453,71,60,15,0.83845,0.16155,0.49,0.51,,,46.0,2198,-96,642,162,23835,19689,3998,874,723,171,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,223,190,33,10,0,10,,,,16,241,51,44,9,0.76,0.57,0.87,1.092,1.031,1.152,"local","1,2,3,4"
2020-04-05,2020-05-26T18:45:00.000+02:00,2911,2384,459,39,33,6,0.83855,0.16145,0.49,0.51,,,46.0,2116,-82,762,120,24455,20112,4179,620,423,181,0.827961,0.172039,,,,,36,2,1,0,,,,,,,,86.0,,,210,177,33,10,0,10,,,,15,253,12,15,11,0.67,0.43,0.74,1.094,1.035,1.153,"local","1,3,4"
2020-04-06,2020-05-26T18:45:00.000+02:00,2988,2478,492,77,94,33,0.83434,0.16566,0.4973,0.5027,,,46.0,2176,60,777,15,25483,21209,4493,1028,1097,314,0.825189,0.174811,,,,,38,2,1,0,,,,,,,,86.0,,,211,180,31,10,0,10,,,,14,310,57,43,11,0.6,0.41,0.73,1.093,1.035,1.151,"local","1,2,3,4"
2020-04-07,2020-05-26T18:45:00.000+02:00,3075,2524,510,87,46,18,0.83191,0.16809,0.496,0.504,,,46.0,2037,-139,998,221,26613,21892,4681,1130,683,188,0.823844,0.176156,,,,,43,5,1,0,,,,,,,,86.0,,,210,179,31,10,0,10,,,,14,354,44,40,11,0.59,0.38,0.71,1.076,1.021,1.131,"local","1,2,3,4"
2020-04-08,2020-05-26T18:45:00.000+02:00,3155,2594,521,80,70,11,0.83274,0.16726,0.496,0.504,,,46.0,1927,-110,1185,187,27624,22650,4871,1011,758,190,0.823008,0.176992,,,,,46,3,1,0,,,,,,,84.0,87.0,,,222,189,33,10,0,10,,,,13,374,20,28,11,0.57,0.34,0.68,1.052,0.999,1.105,"local","1,2,3,4"
2020-04-09,2020-05-26T18:45:00.000+02:00,3226,2644,579,71,50,58,0.82035,0.17965,0.495,0.505,,,46.0,1838,-89,1342,157,28498,23211,5062,874,561,191,0.82096,0.17904,,,,,49,3,1,0,,,,,,,,87.0,,,214,185,29,10,0,10,,,,12,412,38,22,12,0.63,0.39,0.74,1.05,0.997,1.102,"local","1,2,3,4"
2020-04-10,2020-05-26T18:45:00.000+02:00,3274,2679,591,48,35,12,0.81927,0.18073,0.495,0.505,,,46.0,1641,-197,1581,239,29186,23724,5241,688,513,179,0.819057,0.180943,,,,,55,6,1,0,,,,,,,,87.0,,,214,186,28,10,0,10,,,,12,444,32,43,12,0.51,0.28,0.64,1.078,1.026,1.129,"local","1,2,3,4"
2020-04-11,2020-05-26T18:45:00.000+02:00,3286,2685,596,12,6,5,0.81835,0.18165,0.495,0.505,,,46.0,1467,-174,1764,183,29521,23873,5292,335,149,51,0.81855,0.18145,,,,,58,3,1,0,,,,,,,,85.0,,,202,172,30,10,0,10,,,,11,465,21,35,11,0.58,0.37,0.74,1.036,0.985,1.086,"local","1,2,3,4"
2020-04-12,2020-05-26T18:45:00.000+02:00,3305,2694,598,19,9,2,0.81835,0.18165,0.495,0.505,,,46.0,1363,-104,1883,119,29737,24000,5315,216,127,23,0.818694,0.181306,,,,,62,4,1,0,,,,,,,,85.0,,,214,183,31,10,0,9,,,,11,467,2,7,10,0.58,0.36,0.74,1.013,0.963,1.063,"local","1,2,3,4"
2020-04-13,2020-05-26T18:45:00.000+02:00,3308,2707,600,3,13,2,0.81857,0.18143,0.495,0.505,,,46.0,1326,-37,1920,37,29795,24177,5346,58,177,31,0.818921,0.181079,,,,,65,3,1,0,,,,,,,,85.0,,,194,161,33,9,0,9,,,,9,486,19,17,10,0.57,0.34,0.73,1.015,0.965,1.065,"local","1,2,3,4"
2020-04-14,2020-05-26T18:45:00.000+02:00,3383,2760,613,75,53,13,0.81826,0.18174,0.495,0.505,,,46.0,1239,-87,2079,159,31237,25060,5663,1442,883,317,0.815676,0.184324,,,,,68,3,1,0,,,,,,,,84.0,,,197,163,34,9,0,9,,,,9,526,40,21,11,0.63,0.44,0.84,1.016,0.966,1.065,"local","1,2,3,4"
2020-04-15,2020-05-26T18:45:00.000+02:00,3433,2830,614,50,70,1,0.82172,0.17828,0.494,0.506,,,46.0,1177,-62,2191,112,32080,25797,5863,843,737,200,0.814814,0.185186,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,179,144,35,9,0,9,,,,8,552,26,38,12,0.74,0.49,0.9,1.038,0.989,1.087,"local","1,2,3,4"
2020-04-16,2020-05-26T18:45:00.000+02:00,3477,2858,622,44,28,8,0.82126,0.17874,0.495,0.505,,,46.0,1036,-141,2373,182,32967,26395,5999,887,598,136,0.814811,0.185189,,,,,71,3,1,0,0.671,,0.443,0.557,,,,84.5,,,189,157,32,9,0,9,,,,8,579,27,21,13,0.76,0.5,0.91,1.045,0.996,1.093,"local","1,2,3,4"
2020-04-17,2020-05-26T18:45:00.000+02:00,3532,2907,630,55,49,8,0.82188,0.17812,0.493,0.507,,,46.0,973,-63,2491,118,33919,27102,6150,952,707,151,0.815049,0.184951,,,,,71,0,1,0,0.671,,0.443,0.557,,,,84.5,,,171,141,30,9,0,9,,,,8,601,22,22,12,0.83,0.63,1.04,1.025,0.978,1.073,"local","1,2,3,4"
2020-04-18,2020-05-26T18:45:00.000+02:00,3551,2917,633,19,10,3,0.82169,0.17831,0.493,0.507,,,46.0,873,-100,2607,116,34434,27429,6237,515,327,87,0.814739,0.185261,,,,,74,3,1,0,0.6,,0.467,0.533,,,,85.0,,,183,152,31,9,0,9,,,,9,627,26,24,12,0.82,0.56,0.97,1.032,0.984,1.079,"local","1,2,3,4"
2020-04-19,2020-05-26T18:45:00.000+02:00,3559,2921,637,8,4,4,0.82097,0.17903,0.493,0.507,,,46.0,807,-66,2680,73,34570,27532,6266,136,103,29,0.814604,0.185396,,,,,75,1,1,0,0.68,,0.453,0.547,,,,85.0,,,178,148,30,8,0,9,,,,9,637,10,26,12,0.81,0.52,0.93,1.015,0.967,1.062,"local","1,3,4"
2020-04-20,2020-05-26T18:45:00.000+02:00,3590,2951,667,31,30,30,0.81564,0.18436,0.491,0.509,,,46.0,788,-19,2727,47,35537,28380,6582,967,848,316,0.811738,0.188262,,,,,78,3,1,0,0.679,,0.449,0.551,,,83.0,85.0,,,180,149,31,7,0,8,,,,11,670,33,16,13,0.72,0.45,0.87,1.014,0.967,1.061,"local","1,2,3,4"
2020-04-21,2020-05-26T18:45:00.000+02:00,3638,2973,681,48,22,14,0.81363,0.18637,0.489,0.511,,,46.0,754,-34,2807,80,36395,29232,6855,858,852,273,0.810042,0.189958,,,,,80,2,1,0,0.654,,0.432,0.568,,,83.0,85.0,,,178,147,31,7,0,7,,,,11,711,41,34,11,0.69,0.41,0.84,1.03,0.983,1.077,"local","1,2,3,4"
2020-04-22,2020-05-26T18:45:00.000+02:00,3656,2979,686,18,6,5,0.81282,0.18718,0.489,0.511,,,46.0,689,-65,2889,82,37526,29836,7005,1131,604,150,0.809859,0.190141,,,,,81,1,1,0,0.659,,0.44,0.56,,,83.0,85.0,,,171,143,28,6,0,7,,,,12,728,17,27,11,0.74,0.45,0.89,1.013,0.966,1.059,"local","1,2,3,4"
2020-04-23,2020-05-26T18:45:00.000+02:00,3676,2998,697,20,19,11,0.81137,0.18863,0.49,0.51,,,46.0,631,-58,2964,75,38242,30414,7368,716,578,363,0.804987,0.195013,,,,,84,3,1,0,0.667,,0.453,0.547,,,83.0,85.0,,,157,133,24,5,0,6,,,,11,760,32,,10,0.74,0.51,0.95,1.006,0.96,1.053,"local","1,2,3,4"
2020-04-24,2020-05-26T18:45:00.000+02:00,3708,3007,704,32,9,7,0.81029,0.18971,0.49,0.51,,,46.0,597,-34,3029,65,39467,31067,7447,1225,653,79,0.806642,0.193358,,,,,85,1,1,0,0.655,,0.442,0.558,,,84.0,85.0,,,154,129,25,5,0,5,,,,11,780,20,,10,0.72,0.46,0.91,1.009,0.962,1.055,"local","1,2,3,4"
2020-04-25,2020-05-26T18:45:00.000+02:00,3723,3017,706,15,10,2,0.81037,0.18963,0.49,0.51,,,46.0,552,-45,3086,57,40065,31452,7551,598,385,104,0.8064,0.1936,,,,,88,3,1,0,0.667,,0.473,0.527,,,83.0,85.0,,,142,119,23,5,0,5,,,,11,788,8,,10,0.69,0.39,0.85,1.004,0.957,1.05,"local","2,3,4"
2020-04-26,2020-05-26T18:45:00.000+02:00,3729,3020,709,6,3,3,0.80987,0.19013,0.49,0.51,,,46.0,542,-10,3102,16,40166,31516,7589,101,64,38,0.805933,0.194067,,,,,88,0,1,0,0.674,,0.438,0.562,,,83.0,84.0,,,141,121,20,5,0,5,,,,11,790,2,,10,0.74,0.43,0.9,1.005,0.959,1.051,"local","3,4"
2020-04-27,2020-05-26T18:45:00.000+02:00,3741,3034,707,12,14,-2,0.81101,0.18899,0.49,0.51,,,46.0,533,-9,3122,20,40863,31954,7787,697,438,198,0.804056,0.195944,,,,,89,1,1,0,0.663,,0.438,0.562,,,83.0,84.5,,,132,112,20,5,0,5,,,,9,804,14,,10,0.74,0.42,0.9,1.004,0.958,1.05,"local","3,4"
2020-04-28,2020-05-26T18:45:00.000+02:00,3774,3050,719,33,16,12,0.80923,0.19077,0.49,0.51,,,46.0,554,21,3134,12,42485,32569,9189,1622,615,1402,0.779946,0.220054,,,,,89,0,1,0,0.663,,0.438,0.562,,,83.0,84.0,,,137,115,22,3,0,3,,,,9,810,6,,12,0.67,0.37,0.85,1.014,0.968,1.06,"local","1,2,3,4"
2020-04-29,2020-05-26T18:45:00.000+02:00,3790,3062,722,16,12,3,0.8092,0.1908,0.489,0.511,,,46.0,490,-64,3213,79,44193,33257,9386,1708,688,197,0.779894,0.220106,,,,,90,1,1,0,0.656,,0.433,0.567,,,83.0,84.5,,,125,101,24,3,0,3,,,,8,829,19,,12,0.66,0.37,0.86,1.0,0.954,1.046,"local","1,2,3,4"
2020-04-30,2020-05-26T18:45:00.000+02:00,3804,3080,722,14,18,0,0.8101,0.1899,0.489,0.511,,,46.0,447,-43,3268,55,46042,34368,10527,1849,1111,1141,0.76552,0.23448,,,,,92,2,1,0,,,,,,,84.0,85.0,,,111,87,24,3,0,3,,,,8,841,12,,12,0.68,0.41,0.91,0.999,0.953,1.045,"local","1,2,3,4"
2020-05-01,2020-05-26T18:45:00.000+02:00,3811,3095,717,7,15,-5,0.81191,0.18809,0.489,0.511,,,46.0,402,-45,3319,51,47477,37548,9912,1435,3180,-615,0.79115,0.20885,,,,,93,1,1,0,0.648,,0.44,0.56,,,84.0,85.0,,,123,98,25,3,0,3,,,,7,845,4,,10,0.74,0.43,0.94,0.999,0.953,1.045,"local","1,2,3,4"
2020-05-02,2020-05-26T18:45:00.000+02:00,3823,3097,727,12,2,10,0.80988,0.19012,0.489,0.511,,,46.0,353,-49,3377,58,48113,37693,10425,636,145,513,0.783345,0.216655,,,,,96,3,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,117,93,24,3,0,3,,,,7,850,5,,10,0.67,0.33,0.84,0.997,0.951,1.043,"local","1,3,4"
2020-05-03,2020-05-26T18:45:00.000+02:00,3827,3104,724,4,7,-3,0.81087,0.18913,0.489,0.511,,,46.0,332,-21,3402,25,48334,38366,9973,221,673,-452,0.793686,0.206314,,,,,96,0,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,115,92,23,3,0,3,,,,6,851,1,,10,0.64,0.3,0.82,1.001,0.955,1.047,"local","1,3"
2020-05-04,2020-05-26T18:45:00.000+02:00,3839,3115,725,12,11,1,0.8112,0.1888,0.489,0.511,,,46.0,335,3,3409,7,49302,39003,10296,968,637,323,0.791152,0.208848,0.49,0.51,,,98,2,1,0,0.639,0.36,0.454,0.55,,,84.0,85.0,,,112,90,22,3,0,3,,,,5,856,5,,8,0.61,0.25,0.78,1.0,0.954,1.046,"local","1,3,4"
2020-05-05,2020-05-26T18:45:00.000+02:00,3850,3123,728,11,8,3,0.81096,0.18904,0.489,0.511,,,46.0,305,-30,3450,41,50538,39968,10565,1236,965,269,0.790929,0.209071,0.49,0.51,,,98,0,1,0,0.64,0.36,0.45,0.55,,,83.0,85.0,,,118,98,20,3,0,3,,,,4,860,4,,8,0.63,0.3,0.84,0.998,0.952,1.045,"local","1,3,4"
2020-05-06,2020-05-26T18:45:00.000+02:00,3859,3130,729,9,7,1,0.81109,0.18891,0.4889,0.5111,,,46.0,260,-45,3502,52,51879,40998,10885,1341,1030,320,0.790201,0.209799,0.49,0.51,,,100,2,1,0,0.64,0.36,0.44,0.56,,,83.0,85.0,,,111,90,21,3,0,3,,,,4,868,8,,7,0.63,0.34,0.89,0.999,0.953,1.045,"local","2,3,4"
2020-05-07,2020-05-26T18:45:00.000+02:00,3870,3133,738,11,3,9,0.80935,0.19065,0.4883,0.5117,,,46.0,248,-12,3525,23,53315,41281,11976,1436,283,1091,0.775128,0.224872,0.49,0.51,,,100,0,1,0,0.64,0.36,0.44,0.56,,,83.0,84.5,,,96,80,16,3,0,3,,,,3,873,5,,7,0.68,0.36,0.92,0.995,0.949,1.041,"local","1,2,3,4"
2020-05-08,2020-05-26T18:45:00.000+02:00,3876,3139,738,6,6,0,0.80965,0.19035,0.4883,0.5117,,,46.0,228,-20,3550,25,54554,42925,11538,1239,1644,-438,0.78815,0.21185,0.49,0.51,,,101,1,1,0,0.64,0.36,0.44,0.56,,,83.0,84.0,,,103,88,15,3,0,3,,,,3,874,1,,8,0.67,0.34,0.9,0.997,0.95,1.043,"local","1,3,4"
2020-05-09,2020-05-26T18:45:00.000+02:00,3885,3139,747,9,0,9,0.80777,0.19223,0.4883,0.5117,,,46.0,204,-24,3583,33,55247,42990,12260,693,65,722,0.7781,0.2219,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,93,79,14,3,0,3,,,,3,879,5,,8,0.68,0.37,0.94,0.994,0.948,1.041,"local","1,3,4"
2020-05-10,2020-05-26T18:45:00.000+02:00,3887,3148,740,2,9,-7,0.80967,0.19033,0.489,0.511,,,46.0,188,-16,3601,18,55412,43762,11653,165,772,-607,0.789714,0.210286,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,87,69,18,3,0,3,,,,3,883,4,,8,0.74,0.37,0.95,0.998,0.951,1.044,"local","1,3"
2020-05-11,2020-05-26T18:45:00.000+02:00,3894,3153,741,7,5,1,0.80971,0.19029,0.4889,0.5111,,,46.0,186,-2,3609,8,56391,44419,11975,979,657,322,0.787655,0.212345,0.49,0.51,,,102,1,1,0,0.65,0.35,0.43,0.57,,,83.0,84.5,,,88,66,22,1,0,1,,,,3,886,3,,7,0.74,0.37,0.96,0.995,0.949,1.042,"local","2,3"
2020-05-12,2020-05-26T18:45:00.000+02:00,3904,3161,743,10,8,2,0.80968,0.19032,0.4883,0.5117,,,46.0,177,-9,3627,18,57688,45396,12291,1297,977,316,0.786936,0.213064,0.49,0.51,,,103,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,89,67,22,1,0,1,,,,3,887,1,,6,0.76,0.37,0.97,0.993,0.947,1.04,"local","3,4"
2020-05-13,2020-05-26T18:45:00.000+02:00,3916,3162,753,12,1,10,0.80766,0.19234,0.4879,0.5121,,,46.0,152,-25,3664,37,58835,45848,12879,1147,452,588,0.780697,0.219303,0.49,0.51,,,103,0,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,78,67,11,1,0,1,,,,4,895,8,,6,0.83,0.51,1.11,0.995,0.948,1.042,"local","1,2,3,4"
